Statement,Label
"After how hard you work and how much you pay in taxes, New York City ends up getting the money. Im Chris Jacobs. I think its time we have someone in Albany thats making sure our region gets our fair share",FALSE
Amazing fact: Senate has already voted on more amendments in 2015 than Reid allowed ALL YEAR last year.,FALSE
Says state Supreme Court candidate Joe Donald twice supported incumbent Justice Rebecca Bradley.,FALSE
"One out of every four students fails to earn a high school diploma. In our major cities across America, half of our kids dont graduate.",FALSE
There were 36 states where Republicans who were in charge refused to implement a state (health insurance) exchange.,FALSE
"Says a tweet he sent out wasnt saying, check out a sex tape. It was just take a look at the background of Alicia Machado.",FALSE
Aphotograph of 21-year-old Hillary Clinton featured a Confederate battle flag in the background.,FALSE
Texas leads the nation in the percentage of residents without health insurance.,FALSE
This administration and this Congress have been systematically cutting funding to border security since the Democrats took control.,FALSE
A new college tuition reciprocity agreement with Minnesota makes college education more affordable for Wisconsin residents.,FALSE
Says Cory Booker supports late-term and partial-birth abortion and opposes safety regulations.,FALSE
Mitt Romney is the first major party candidate for president of the United States in modern times not to release at least 12 years of tax returns.,FALSE
"In the month of July alone, EU exports to South Korea increased by over 36 percent. A lot of that is our market share. Those are our farmers and our service providers who are suffering.",FALSE
"Gov. Rick Perry spent over a million dollars on D.C. lobbyists asking for more federal money and lives in a luxury house that costs taxpayers $10,000 a month.",FALSE
"As Virginia lost over 65,000 jobs, (Tim) Kaine put partisan ambitions first by serving as DNC chairman during the last year of his governorship.",FALSE
The DNC says McCain flip-flopped on whether the Iraq War would be easy.,FALSE
Says Ohio law gives tax breaks to rich people who own private jets.,FALSE
"Says Zack Space voted for budgets and debt, energy taxes and the stimulus, and we still lost more than 2.5 million jobs.",FALSE
Says Paul Ryans budget plan ends Medicare.,FALSE
"In every ethics case that has resulted in a formal sanction, theres been an investigative subcommittee thats been established first.",FALSE
Says New Hampshire has the third-highest property tax in the country.,FALSE
"Obama's tax plan cuts taxes ""for 95 percent of all working families.""",FALSE
Says Colorado Democraticcongressional candidate MorganCarroll racked up $11 billion in new spending in the state Legislature.,FALSE
59 percent of Americans today believe that Barack Obama is still a Muslim.,FALSE
Carol Shea-Porter wants to increase taxes on small business and job creators.,FALSE
"People were hopeless. Sixty percent of the population, 70 percent of the population wanted to live somewhere else. . . . By the time I left, 70 percent wanted to stay.",FALSE
A bill delaying the start of classes until Labor Day would permit school districts to shave 5 full weeks off the school year.,FALSE
On whether the United States should intervene in Libya.,FALSE
99.97 percent of the kids live in poverty that attend Cleveland public schools.,FALSE
"John Kitzhaber created 128,000 new jobs while governor.",FALSE
Says Texas ranks 49th nationally in what we are doing to support our per-pupil investment in education in the state.,FALSE
"Despite keeping distance from national media interviewers, I did local press all along, the last three months.",FALSE
"What we said was, you can keep (your plan) if it hasnt changed since the law passed.",FALSE
"In 2006, Bernie Sanders voted in the House with hard-line Republicans for indefinite detention for undocumented immigrants, and then he sided with those Republicans to stand with vigilantes known as Minutemen who were taking up outposts along the border to hunt down immigrants.",FALSE
"Says Florida didnt offer special incentives to Deutsche Bank, which announced it will add 300 jobs in Florida.",FALSE
Says she was the first in her family to go to a four-year college.,FALSE
"There was a Gallup poll in Egypt last year, and 70 percent of Egyptians dont want our money.",FALSE
"The truth of the matter is that during my administration, the FBI's crime statistics show that violent crime was reduced in Massachusetts by 7 percent.",FALSE
"Scott Maddox has run ""losing campaigns for 3 of Florida's 4 available cabinet positions.""",FALSE
Americans spend 6.1 billion hours a year on tax preparation.,FALSE
The budget I managed at the Department of Education was more than $60 million.,FALSE
"We are now, for the first time ever, energy independent.",FALSE
"Last year, Exxon pocketed nearly $4.7 million every hour.",FALSE
"AARP is ""the largest reseller of insurance in the country"" and ""has a vested interest in seeing that the market for reselling supplemental insurance expands.""",FALSE
"Medicare monthly premiums will go up to $104.20 in 2012 and $247.00 in 2014 due to provisions incorporated in the Obamacare legislation, purposely delayed so as not to confuse the 2012 re-election campaigns.",FALSE
"Right now, 50 percent of Florida students leaving high school cannot read at grade level.",FALSE
Says Republican Sen. John McCain won more votes for president in Cuyahoga County in the 2008 general election than he did in seven states.,FALSE
Marco Rubio voted against funding health clinics that provide critical care during this public health emergency (Zika).,FALSE
Youre in more trouble if you leave your pet in the car than if you leave your child in the car.,FALSE
SaysPeter Kilmartin voted in favor of expanding the good behavior statute to sex offenders.,FALSE
On letting Occupy Atlanta protesters stay in Woodruff Park.,FALSE
What I have put forward does not add a penny to the debt.,FALSE
"There are more African American men in prison, jail, on probation or parole than were enslaved in 1850.",FALSE
"In first week as governor, Tim Kaine proposed a nearly $4 billion tax increase, $4 billion, including a tax increase on people earning as little as $17,000 a year.",FALSE
"On Lee Fishers watch, almost nine out of 10 jobs that Ohio lost were lost to other states, not to other countries.",FALSE
Every president has raised the debt ceiling.,FALSE
Limiting labor negotiations to only wages is how it is for the most part in the private sector.,FALSE
"Says on contraception, his plan is cheaper and easier for you than Sen. Mark Udalls",FALSE
The states have always defined marriage.,FALSE
"Families in Del Valle, who are City of Austin residents, have to drive to Bastrop to go to the closest grocery store.",FALSE
"John McCain ""opposed legislation to fund levees and flood control programs, which he considers pork.""",FALSE
"Mitt Romneys pledged to protect (oil companies) record profits and their billions in special tax breaks, too.",FALSE
Mark Warner voted for nearly $1 trillion in new taxes and $7 trillion in new debt.,FALSE
State government spending will be increase 10.7 percent this year.,FALSE
Says Democrats first proposed prohibiting the government from negotiating prices for prescription drugs in Medicare Part D and he had nothing to do with that provision in the law.,FALSE
The FCCs net neutrality policy includes whatis essentially a massive tax increase.,FALSE
The typical white male worker in this country is making in real terms what he was making in 1973 and the average worker is making what they were making in 1996.,FALSE
"A United Nations arms treaty would almost certainly force the U.S. to create an international gun registry, setting the stage for full-scale gun confiscation.",FALSE
More people die from medical misadventures than firearm accidents nationally and in Florida.,FALSE
"When we took office, let me remind you, there was virtually no international pressure on Iran.",FALSE
The minimum wage is mostly an entry-level wage for young people.,FALSE
Says six studies verify that the math adds up for Mitt Romneys tax plan.,FALSE
"In the United States, weve had 12 years in a row of wages declining.",FALSE
Charlie Crist has six different positions on ObamaCare.,FALSE
"In the last few months alone, we have apprehended extremists within our borders who were sent here from the border region of Afghanistan and Pakistan to commit new acts of terror.",FALSE
"As governor, I've stood up to ... the big oil companies.",FALSE
"This year, were off to our best private-sector jobs growth since 1999.",FALSE
"Says abortion doctors are flying into this state, performing abortions and flying out.",FALSE
Speaker Gingrich for 20 years supported a federal individual mandate for health insurance.,FALSE
There have been at least 100 shootings each year [Angel Taveras] has been mayor of Providence.,FALSE
Maurice Ferre says Kendrick Meek has voted 98.6 percent of the time with the Democrat party.,FALSE
Weve created more jobs in the United States than every other advanced economy combined since I came into office.,FALSE
One in four inmates is an illegal immigrant.,FALSE
Wisconsin is dead last in income growth among midwestern states during Gov. Scott Walkers term.,FALSE
"A three-cents-per-ounce soda tax in Philadelphia would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.",FALSE
I have had the challenge during this administration to suspend no less than 37 public officials in about 36 months.,FALSE
Kendrick Meek was #1 in Florida in taking tobacco cash and then opposed a tax on cigars that would have helped pay for childrens health care.,FALSE
"Federal Reserve policies have led to a 69 percent rise in corn prices, 44 percent rise in wheat prices and 15 percent spike in sugar prices over the last year.",FALSE
On repeal of Wisconsins smoking ban,FALSE
Ninety percent of Texans say they do not want the nursing homes to close. It polls higher than anything else.,FALSE
"For the first time ever, we completely funded the critical needs waiting list so persons with unique abilities can get the help they need.",FALSE
"Paul Ryan got his start in politics, as a young staffer just out of college, working for then-Congressman John Kasichs Budget Committee.",FALSE
Race to the Top grants require participating states to adopt the Common Core standards as a condition for receiving federal funding.,FALSE
President Obama in November of last year wiped away (a program) that allows for shared fingerprinting for those who are behind bars so you know who is here legally and illegally.,FALSE
"McCain sought the political support of minister John Hagee, ""who believes Hurricane Katrina was God's punishment for gay rights and called the Catholic Church 'the Antichrist' and a 'false cult.'""",FALSE
Says 51 percent of federal tax filers paid zero federal income tax.,FALSE
"Because of the 2011 debt ceiling fight, the stock market lost 2,000 points.",FALSE
"Since Wisconsin Gov. Scott Walker took office, we are losing jobs at rates not seen in decades.",FALSE
"Says U.S. Senate rival Tammy Baldwin supports a tax increase that President Obama says would cost middle-class families $3,000 per year.",FALSE
I would be the first Republican senator elected in New Jersey in 41 years.,FALSE
Wisconsins attorney general and state treasurer ordered the daughter of Earth Day founder Gaylord Nelson not to discuss climate change on state time.,FALSE
"Says unions take away hard-earned money of teachers, firefighters and police officers to play politics.",FALSE
President Bush never did one interview with the New York Times during his entire presidency.,FALSE
"14,000 Americans . . . lose their health insurance every single day.",FALSE
"Mr. Trump is self-financing his campaign, so we dont have any donors.",FALSE
"Nearly 2,000 high schools - roughly 12 percent of all secondary schools in the United States - produce about half of the nations dropouts.",FALSE
"Embryonic stem cell research is at a dead end, with no one good example of a successful treatment.",FALSE
The U.S. spends more money on its military than the 16 biggest military budgets in the world combined.,FALSE
"Wisconsin has only one county, Dane, thats hand counting the votes in the 2016 presidential recount.",FALSE
Says Libya Ambassador (Christopher) Stevens sent 600 requests for help in Benghazi.,FALSE
The Affordable Care Act is bringing the cost of health care in our country down.,FALSE
Tens of thousands of Atlanta households pay more than 30 percent of their income towards rent.,FALSE
"Rick Perry had planned to retire from the legislature until his best friend, David Weeks, and I talked him into switching parties and running for the GOP nomination for agriculture commissioner.",FALSE
"As the usage [of synthetic marijuana] has dramatically increased, instances of violence, bodily harm and even death have risen with it.",FALSE
"Out of 150,000 tenured teachers in the last 10 years, only 17 have been dismissed for incompetence.",FALSE
The Providence teacher contract is one of the longest in the country.,FALSE
"In 1929, the Secretary of State shut down a program that was collecting information to protect America because it was unseemly, but that move led to millions and millions of deaths in World War II.",FALSE
Look at the debt that has been accumulated in the last two years. Its more debt under this president than all those other presidents combined.,FALSE
The Chris Hani Baragwanath in South Africa is the worlds third-biggest hospital.,FALSE
Annual precipitation has increased in Rhode Island by over 12 inches in the last century.,FALSE
"Says Connie Mack initially said he would have voted yes for the Paul Ryan budget plan, and then, you said it was stupid and you would vote no. And then your folks corrected you, and you changed your position again, yes.",FALSE
The state budget proposal has been submitted on time and [its] the earliest that a governor has done so in over two decades.,FALSE
Ohio is not meeting its obligation to update voter registrations when voters change their address with the BMV.,FALSE
Vietnamese is the third most commonly spoken language in Texas.,FALSE
"What we have now is the most generous, in my opinion, good time bill in the entire United States.",FALSE
There is no Plan B if the transportation referendum is not passed by voters.,FALSE
"Barack Obama wrote a thesis at Columbia University in which he criticized ""plutocratic thugs"" and said the Constitution gave Americans ""the shackles of hypocrisy.""",FALSE
"Youll find blacks in almost every regiment throughout the South who fought right alongside white Southerners, during the Civil War.",FALSE
"The most likely triggering cause of (microcephaly) is the DTaP shot, a vaccine that had been recently mandated by the Brazilian government to be injected into pregnant women.",FALSE
Our economy still has three people looking for every job (opening).,FALSE
Says she got unions to agree to about $10 million in reduction of salaries and health benefits while serving as Dane County executive in Wisconsin.,FALSE
Democrats have lost more than 900 state legislators since Barack Obama has been president.,FALSE
"Carly Fiorina, shes against banning assault weapons.",FALSE
"Hillary's baby bond proposal would give $5,000 to each of the 4-million babies born in the U.S. each year, totaling $20-billion per year, multiplied by four years = $80-billion.",FALSE
"Says her campaign platform includes the biggest investment in new, good-paying jobs since World War II.",FALSE
"Joe Biden brought Republicans and Democrats together to pass the 1994 crime bill, putting 100,000 cops on the streets and starting an eight-year drop in crime across the country.",FALSE
If Rhode Island does a hybrid [retirement] plan well be the first state in the nation to do this.,FALSE
"Before the terrorist attacks in Benghazi, the State Department not only failed to honor repeated requests for additional security, but instead actually reduced security in Libya.",FALSE
Failure to raise the debt limit does not force a U.S. default on debt payments.,FALSE
Democrats in the Legislature in 2009 voted for various pork projects including a $5 million scoreboard for the Milwaukee Bucks.,FALSE
Says Donald Trump has defended World War II internment camps.,FALSE
Bill McCollum holds the same position on (embryonic stem cell research) as Barack Obama.,FALSE
"In 1999, the NRA leadership in Washington, pretty much the same people intact, were for (expanded background checks.)",FALSE
Turkey is an Arab country.,FALSE
Newt Gingrichs presidential campaign has exactly the same challenges as Ronald Reagans successful 1980 bid.,FALSE
The number of people in Atlanta dying from HIV and AIDS declined 59 percent between 2004 and 2012.,FALSE
Says Lee Leffingwell raised property taxes 20 percent in three years.,FALSE
Accuses President Barack Obama of making contradictory claims about efforts to kill Osama bin Laden in 2008 and 2011.,FALSE
"8 years of the Clintons, major losses for Democrats across the nation.",FALSE
92 percent of the jobs lost during Barack Obamas first term belonged to women.,FALSE
Says President Barack Obama was responsible for the assassination of at least four American citizens in drone strikes.,FALSE
"It used to be the policy of the Republican Party to get rid of the Department of Education. We finally get in charge and a chance to do something, so we double the size of the Department of Education.",FALSE
We have 395 inmates pushed into triple-bunked cells intended for two inmates and bunked in classrooms and areas supposed to be designated for inmate labor.,FALSE
"The ACLU didnt call for an investigation (of the Newark police department), they called for an immediate federal monitor.",FALSE
Says his executive order requiring young girls to be vaccinated against HPV wasnt mandatory.,FALSE
Says a highway was closed in El Paso because of bullets flying across the border.,FALSE
"If the House of Representatives fails to extend the middle-class tax cuts, 400,000 middle-class Rhode Island families will see their federal income taxes increase.",FALSE
95 percent of the income gains in the last few years have gone to the top 1 percent.,FALSE
"Eight out of the nine states with competitive Senate races, Hispanics make up less than 10 percent of the electorate.",FALSE
We didnt go out and take information from the Hillary Clinton campaign.,FALSE
"If you actually took the number of Muslims [sic] Americans, we'd be one of the largest Muslim countries in the world.",FALSE
On the pace that we're on with job creation in the last four months ...we will have created more jobs in this year than in the entire Bush Presidency.,FALSE
"Says Nikita Khrushchev brought an extra shoe to a United Nations session in 1960, which he banged on the desk in protest.",FALSE
"Low-flow toilets can cost homeowners up to $1,000 each.",FALSE
Jim Renacci voted repeatedly to end Medicare.,FALSE
"Sen. Joe Liebermans home state has a public option which covers about 10,000 of its citizens that was introduced by its Republican governor.",FALSE
"Says this months special session will cost the state $27,300 a day just for legislators daily living expenses.",FALSE
Wind powers nearly 13 million homes across the country.,FALSE
Says businesses pay roughly 60 percent of taxes in Texas.,FALSE
Health insurance companies pay CEOs $24 million a year,FALSE
Every president since Franklin Delano Roosevelt has had fast-track trade authority.,FALSE
Says Donald Trump wants to deport our Dreamers.,FALSE
Says Barack Obama is apparently not for vetting people and saying just anybody can come to the United States.,FALSE
The majority of Americans are conservatives.,FALSE
Says a lawmaker seeks to defund Planned Parenthood for cutting children into small pieces.,FALSE
Obama has racked up more debt than any president in history over $5 trillion.,FALSE
Says Arizona congressional candidate Ray Strauss is a Champion of Big Government for his votes to raise taxes while on the local city council.,FALSE
Says with Gov. Chris Christie and bipartisan reformers New Jersey had the most job growth in 11 years.,FALSE
Says Oregon is near the top or at the top of the list when it comes to capital gains tax,FALSE
The No. 1 issue that the American people care about is getting America back to work.,FALSE
Says in 1944 we were in debt more than twice as much as we are now.,FALSE
Says Ronda Storms voted to fund the Taj Mahal courthouse.,FALSE
"In France, they have a (surveillance) program a thousandfold more invasive than the United States.",FALSE
"One-half of undocumented workers pay federal income taxes, which means they are paying more federal income taxes than Donald Trump pays.",FALSE
Last week the Blue Chip Economic Indicators came out that surveys lots of private forecasters. Almost all of them are predicting a turnaround in the third quarter and positive growth in the fourth quarter.,FALSE
"Since the United States began negotiations with Iran, thats probably the first year and a half in which Iran has not advanced its nuclear program in the last decade.",FALSE
"Says Ohios I-X Center used to be a great plant, but thousands of people of worked here, and they left when their jobs were moved overseas.",FALSE
"Weve got a 1,000 National Guard troop request thats been in front of this president for over a year and no response.",FALSE
"Under a new law, doctors performing drug-induced abortions could be charged if women dont return to them for follow-up care",FALSE
Says veterans disability claims backlog doubled in Obamas first term.,FALSE
"At a minimum, 40 percent of those who view child pornography end up molesting children as a result.",FALSE
"In 67 different ways, Governor McCrory has raised taxes on middle income families.",FALSE
Romney adviser admits Romneycare was blueprint for Obamacare.,FALSE
Says Texas voters are being asked to act this November on a proposed constitutional amendment affecting property taxes.,FALSE
"Its hard to get people in Portland to vote yes on ballot measures, especially when theres opposition.",FALSE
The @nytimes sent a letter to their subscribers apologizing for their BAD coverage of me.,FALSE
Some businesses in Oregon are having to shrink back their businesses as a result of the law.,FALSE
Says 11 straight years of no major hurricanes striking land in the United States bores a hole right through the whole climate change argument.,FALSE
"We spend more money on health care per capita in the United States than any other country in the world. Of the 30 developed countries in the world, we spend 2 1/2 times more than the average. Of the country that spends the second most per capita, Switzerland, we spend 175 percent more.",FALSE
I have 2 and a half million more votes than he (Sanders) does.,FALSE
On abortion,FALSE
Members of Congress receive full pay retirement after serving one term.,FALSE
"Says he worked with the Democratic legislature to balance spending with revenues so that at the end of my four-year term, the rainy day fund was established at more than $2 billion.",FALSE
"In 2010 alone, 1,270 infants were reported to have died following attempted abortions and notably that is only one year.",FALSE
Says the No. 2 cause of death in the U.S. (for) women under 50 is being killed by their spouse or domestic partner.,FALSE
"Just about everyone everywhere is spending more hours on the job, less time with their families, bringing home smaller and smaller paychecks, while theyre paying more and more at the gas pump and the grocery stores.",FALSE
The hour of sleep you lose during the change to daylight saving time might initially pose some health risks.,FALSE
David Perdue said hed raise taxes.,FALSE
I am the first Latina to run for governor of Texas.,FALSE
Says Every legislative district in the state has at least one craft brewery and countless home brewers.,FALSE
"Wisconsins criminal threshold for drunken-driving is way out of line with states surrounding us, which have the second offense as a felony.",FALSE
"In Ohio, we invested in our children, raising school funding by 5.5 percent in the last budget.",FALSE
"The poverty level in the Dallas school district is one of the highest in the country, higher than New York, Chicago, Los Angeles, Houston, Detroit and Newark.",FALSE
"Says in the last six months of the Bush administration, the U.S. lost 3.5 million jobs, including 760,000 jobs during January 2009 alone.",FALSE
"In 2007, when Nancy Pelosi met with President Assad of Syria, nobody got upset.",FALSE
"For the past eight years, Gov. Carcieri and Mrs. Carcieri would host the lighting of the State House Christmas tree.",FALSE
Rhode Island has the the second-most heavily deployed National Guard in the United States.,FALSE
"Says Demond Means, turnaround district superintendent for Milwaukee Public Schools, said the district needs to be gutted.",FALSE
"SaysVirginia RepublicanScott Taylor has been convicted in at least four different courts across the country, at times failing to even appear, and having a warrant issued for his arrest.",FALSE
Nearly 90% of Travis County government races will be settled by the time of the Democratic primary.,FALSE
"Says Mahatma Gandhi once said, First they ignore you, then they laugh at you, then they fight you, then you win.",FALSE
"Savings that I achieved helped fund cameras on the border. As a result, more than 21,500 arrests have been made and 46 tons of narcotics confiscated.",FALSE
The American people will be appalled to learn the health care bill exempts (congressional) leadership and committee staff.,FALSE
Says the number of Americans living at or below the poverty line is at its highest level since 1964.,FALSE
The IRS will have the ability potentially to deny or delay health care.,FALSE
"Deregulation of the states telecommunications industry will create 50,000 jobs in Wisconsin.",FALSE
"We admit about 100,000 permanent immigrants from the Middle East every year.",FALSE
Says paid family leave is a program that is standard in all but five nations around the world.,FALSE
"Nearly 14,000 Wisconsinites have lost their job since Governor Walker and the Republicans took over in January.",FALSE
"Says in the last 20 years, the French have not stood by the United States on foreign policy.",FALSE
"For the average middle-class family, your taxes today are lower than when I took office.",FALSE
"There's more than 100,000 people working at the Department of Agriculture. That's 1 employee for every 30 farmers.",FALSE
Says Attorney General Loretta Lynch was a member of Bill Clintons defense team during the 1992 Whitewater corruption probe.,FALSE
"Says thousands at a Manhattan rally for Donald Trump were chanting We hate Muslims, we hate blacks, we want our great country back.",FALSE
"Barack Obama ""passed laws moving people from welfare to work.""",FALSE
"Says Mitt Romney is wrong to claim that spending under Obama has accelerated at a pace without precedent in recent history, because its actually risen slower than at any time in nearly 60 years.",FALSE
Says President Barack Obama promised a pathway to citizenship to undocumented immigrants and didnt deliver jack squat on any of it.,FALSE
California has robust job growth that outpaces the rest of the nation.,FALSE
"The amount of debt is on pace to double in five years and triple in 10. The federal debt is now over $100,000 per household.",FALSE
"The minute this proposal for near-beach oil drilling came up, I was against it.",FALSE
The proposed Gogebic mine in northern Wisconsin could be extended as long as 21 miles.,FALSE
"The Richardson-Denish administration gave 50,000 drivers licenses to illegal immigrants in New Mexico.",FALSE
"If youre a Mexican, you get sent back. ... But if youre from a noncontiguous country like the Central American countries then you can stay in the United States.",FALSE
"Says the United States actually exports more gasoline, diesel and other fuels than it imported in 2011 for the first time since, I think, 1949.",FALSE
Says Richard Burr was one of only three senators who voted against a ban on insider trading for members of Congress. And he called that vote brave.,FALSE
Christian Pastor in Vermont Sentenced to One Year in Prison After Refusing to Marry Gay Couple,FALSE
Rhode Island is the only state where officers at state-supported [colleges] carry out their duties unarmed.,FALSE
Says the United States has the highest corporate tax rate in the world.,FALSE
"It was allowed, referring to her email practices.",FALSE
The law is very clear! 'The monies recouped from the TARP shall be paid into the general fund of the treasury for the reduction of the public debt.',FALSE
"Our veterans, in many cases, are being treated worse than illegal immigrants.",FALSE
Says Paul Ryan tried to change the whole game for Social Security,FALSE
"Says Rob Portman was a registered foreign agent whose client was Haiti, at a time when the Baby Doc, Duvalier, who was a despot, was killing people.",FALSE
Recent solar energy policies in Georgia have resulted in rate hikes and did not result in solar becoming any more economically viable.,FALSE
Says President Barack Obamas acceptance of an Islamic order and gold medal was unconstitutional.,FALSE
"In 2010, the non-partisan Government Accountability Office found that only 6.5 percent of the U.S.-Mexico border was under full control of the Border Patrol.",FALSE
Not one tax has been raised since Ive been governor.,FALSE
"Demand for transportation choice is on the rise, with 14 percent more Ohioans riding passenger trains over the past year.",FALSE
A poll conducted in Egypt revealed that 80 percent of Egyptians oppose receiving foreign aid from the United States.,FALSE
We spend twice as much per capita on health care as any other nation on Earth.,FALSE
Says the Texas Education Agency follows up to make sure undocumented immigrants paying in-state tuition at Texas colleges are applying for permanent residency.,FALSE
Says 18 states and the District of Columbia have voted Democratic in six consecutive presidential elections.,FALSE
Hidden in the healthcare.gov code is language that means users waive any reasonable right to privacy of your personal information.,FALSE
One of the most recent polls said 75 percent of the American people have said either don't do anything or start over (on health care reform).,FALSE
Most military experts say there is anywhere between 25 and 30 members of al Qaeda in Afghanistan.,FALSE
The average American is working through the month of May just to pay off the government.,FALSE
Says Kelly Ayotte stands with the Washington gun lobby. They fund her campaigns.,FALSE
"Barack Obama's network of small donors constitutes a ""parallel public financing system.""",FALSE
"In Cranston, it costs $5,000 to $6,000 to send out community notifications on just one Level 3 sex offender.",FALSE
"While the countrys economy was battered, nine states with no income tax actually grew jobs from 2001 to 2010.",FALSE
"The United States is not building the aircraft, the long-range bombers, the additional aircraft carriers, the nuclear submarines.",FALSE
"Every year we spend roughly $500 billion on tax compliance. That is roughly the budget of our entire military, entirely wasted on tax compliance.",FALSE
"They say teachers only make on averagein New Jersey 60,000 dollars a year.They only work 180 days.",FALSE
"I can put 10,000 people to work. Electricians, plumbers, sheet metal workers -- by retrofitting all of the state buildings for energy independence or efficiency.",FALSE
Exporters are using a federal loophole to deceptively sell products made from cat and dog fur to U.S. consumers.,FALSE
The city of Atlanta has either the highest or second-highest average water bills in the country.,FALSE
"Mitt Romneys and Bain Capitals profits from KB Toys, which later went out of business, were described by the Boston Herald as disgusting.",FALSE
Roy Coopers refusal to do his job is costing taxpayers money.,FALSE
"In exchange for five minutes with Bill Clinton, the government of Qatar was going to give $1 million to the Clinton Foundation.",FALSE
Speaker Rubio supported gun restrictions that included background checks and waiting periods.,FALSE
Salaries of Austin residents who dont work for city government have not been going up 3 percent a year for the last several years.,FALSE
"She (Kagan) took money from Goldman Sachs just like her boss, Obama.",FALSE
Did you know that in 2013 over 50 percent of all babies born in Oregon were Hispanic?,FALSE
We are one of only two states to have eight consecutive months of declining unemployment. Twenty-one states had increased unemployment last month. Ours went down.,FALSE
"Barack Obama wants to ""unilaterally disarm our nation.""",FALSE
On an earmark moratorium.,FALSE
Milwaukees problems include 52 percent black male unemployment.,FALSE
Rob Cornilles has disputed for two years a news story that said he said he would cut Social Security and Medicare programs before trimming the U.S. defense budget.,FALSE
Says Texas Railroad Commissioner Michael Williams has attended more than 150 tea party gatherings.,FALSE
Harry Reid has voted to give special tax breaks to illegal aliens.,FALSE
Job growth in the United States is now at the fastest pace in this countrys history.,FALSE
"When asked about equal pay for women, (Rubios) quote was that it was a waste of time.",FALSE
Atlanta has issued an increasing number of citations - and collected an increasing amount of revenue - since Mayor Kasim Reed took office in 2010.,FALSE
Says he was known as Veto Corleone for cutting spending as Florida governor.,FALSE
The last time Republican U.S. Senate candidates beat more than two (incumbents) was 1980.,FALSE
On how to respond to Puerto Ricos debt crisis.,FALSE
The State of Rhode Island has the worst state-funded pension in the country.,FALSE
In 2009 Hillary Clinton was at the State Department working with U.S. corporations to pressure Haiti not to raise the minimum wage to 61 cents an hour from 24 cents.,FALSE
"More than any Republican governor in the 2014 elections, I took a higher percentage of the Republican voteand yet I also carried independents by 12 points.",FALSE
"After the 2012 redistricting, Wisconsin has competitive congressional districts.",FALSE
(John McCain) was even mentioned as a running mate with John Kerry.,FALSE
I've cast a couple of 99-1 votes and been the lone dissenter.,FALSE
Says hes never asked for more than inflationary budget increases in his 10 budgets as Milwaukee County sheriff,FALSE
"Under New York Mayor Bill de Blasio, homicides are up by 20 percent, and subway delays have soared 45 percent.",FALSE
And delivered more tax relief than the other Republicans combined.,FALSE
"Says U.S. Rep. Lamar Smith supported the $700 billion Wall Street bailout in 2008, ""but now he is standing in the way of reforms that would assure these bailouts would never happen again.",FALSE
#GradInsurance debacle is a DIRECT result of #ObamaCare. #MIZZOU has to break the law to do the right thing.,FALSE
Says President Obama has waived the work requirement for welfare.,FALSE
7 out of 10 Oregon families living in poverty have at least one parent who works.,FALSE
Ninety-seven percent of the time. Thats how often Mark Warner votes with President Obama.,FALSE
Says Rick Perry is a 25-year incumbent.,FALSE
"Says an array of statistics show that conditions in some parts of Baltimore rival that of the West Bank in Palestine, North Korea, and distressed cities in Nigeria, India, China and South Africa.",FALSE
"The House passed a pay-as-you-go rule that said, ""If you wanted to have an investment, an entitlement, etc., you had to pay for it.""",FALSE
The numbers make it clear that Georgia voters are increasingly taking advantage of early voting opportunities.,FALSE
Says Ocean Spray is moving its Bordentown processing facility to Pennsylvania largely because of costs associated with the Regional Greenhouse Gas Initiative.,FALSE
On running for the presidency in 2012,FALSE
Rhode Island is almost dead last among Northeastern states in the length of time first-degree murderers must spend in prison before theyre eligible for parole.,FALSE
"All the really great programs in American history, Social Security, was done without Republicans. Medicare was done without Republican support until the last vote where they realized they had to get on board.",FALSE
Diane Black voted to fund Obamacare.,FALSE
"Hurricane Sandy, the most destructive Atlantic storm ever.",FALSE
"The Hispanic population in Gwinnett and Henry counties has increased by 153 percent and 339 percent, respectively, since 2000 while Republican presidential candidates are getting a smaller percentage of the vote in those counties.",FALSE
I was the most bipartisan senator in the United States Senate.,FALSE
"Says Gov. Scott Walker raises the pay of inmates, but we dont raise the pay of staff in our correctional institutions.",FALSE
The current debate over authorizing military action against the Islamic State would be the first time Congress would place limits on the commander-in-chiefs ability to be commander-in-chief.,FALSE
U.S. debt is now equal to 100 percent of the GDP.,FALSE
Tom Ganley supports a 23 percent national sales tax that would raise taxes on the middle class while giving a huge tax break to millionaires like himself.,FALSE
Pat Toomey still supports privatizing Social Security.,FALSE
The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago.,FALSE
Barack Obama voted against born alive legislation in Illinois that was virtually identical to the federal law.,FALSE
"Says Trump shirts are made in Bangladesh, Trump suits in Mexico, Trump Vodka in the Netherlands, Trump crystal barware in Slovenia and his cufflinks and ties in China.",FALSE
Says President Barack Obama has opened up no new trade relationships with other nations.,FALSE
Says taxpayer subsidy for the Oregon Convention Center hotel jumped $100 million in closed-door sessions,FALSE
"Says you can buy four light bulbs for $1.99 at Walmart, while a single compact fluorescent lamp (CFL) costs $10 a pop.",FALSE
"(Jeb) Bush, not the State of Florida, decided which private emails to disclose.",FALSE
History tells us that job growth always lags behind economic growth.,FALSE
