statement,label
"When it comes to fighting terrorism, Another thing we know that does not work, based on lots of empirical evidence, is torture.",TRUE
"The federal Consumer Financial Protection Bureau is collecting financial information, monitoring financial information of millions of Americans without their knowledge and storing it for up to 10 years.",TRUE
"So far, the Recovery Act is responsible for the jobs of about 2 million Americans who would otherwise be unemployed. ... [And] the Recovery Act is on track to save or create another 1.5 million jobs in 2010.",TRUE
"At Texas AM University, only 49 out of 3,000 faculty members brought in enough money to pay for their salaries and overhead over the past five years.",TRUE
"Says the 1956 Republican Party platform supported equal pay, the minimum wage, asylum for refugees, protections for unions and more.",TRUE
"Minnesota is kicking butt relative to Wisconsin on everything from employment and job creation to school test scores, educated work force and a host of other factors and rankings",TRUE
Says he didnt tell viewers that the Obama campaign hid news about the motives behind the attack in Benghazi because Obama was running for re-election.,TRUE
"Over the last six years, the state of Illinois spent about $320 million on illegal immigrants.",TRUE
There are more people killed with baseball bats and hammers than are killed with guns.,TRUE
"If Florida expanded Medicaid, some studies indicate it would create about 120,000 jobs.",TRUE
One extra year of schooling for girls reduces infant mortality rates among their children by up to 10 percent.,TRUE
The debt limit deal allows President Obama to borrow unlimited amounts of money.,TRUE
Oil money from federal leases can only be used to clean up the mess and damages from drilling.,TRUE
"Every piece of legislation, just about, that I ever introduced (in the U.S. Senate) had a Republican co-sponsor.",TRUE
The Fulton County vote count will be finished by 11:30 p.m. on election night.,TRUE
Says Obamacare is the largest middle-class tax increase in history.,TRUE
Wendy Davis raised money for a U.S. House Democrat who is a member of a Democratic socialists group.,TRUE
On support for Common Core education standards,TRUE
"The failed economic policies of President Barack Obama, the Democrats and the Federal Reserve are making gas prices higher while Americas economy is running on fumes.",TRUE
"Says Mitch McConnell voted to raise Medicare costs for a current Kentucky senior by $6,000.",TRUE
Says the president of the University of Texas has raised four-year student graduation rates to 75 percent.,TRUE
"Im 59. In either Canada or Great Britain, if I broke my hip, I couldnt get it replaced.",TRUE
Texas children may have a teacher who never spent one minute practicing teaching.,TRUE
"Marco Rubio made it clear: Not only does he think Donald Trump is a con man, hewent on to say he doesnt trust Donald Trump with the nuclear codes.",TRUE
The Foreign Intelligence Surveillance Court is transparent.,TRUE
Says Governor-elect Scott Walkers choice as transition team leader killed the release of a damaging report on Walkers record in the days leading up to the election.,TRUE
"Romney refused to pardon ""a decorated soldier"" returning from Iraq who had been charged with a crime involving a BB gun when he was 13.",TRUE
The United States decided waterboarding was torture back when we court-martialed American soldiers for waterboarding Philippine insurgents in the Philippine revolution.,TRUE
"Well, you know, the Teamsters wanted to drill in Alaska. I voted against drilling in Alaska. So it's not like I'm a slam dunk on every issue.",TRUE
HIV/AIDS among women is skyrocketing in Austin.,TRUE
Says Craig Huey called Planned Parenthood a murder mill.,TRUE
More whites believe in ghosts than believe in racism.,TRUE
The conviction rate is almost exactly the same for whites and blacks who commit murder.,TRUE
"My plan actually gives the middle class the greatest break: $2,000 per family.",TRUE
Rick Scott has paid down our debt by about $2 billion. Charlie Crists debt went up about $5 billion.,TRUE
(New Jersey Network) is the only news station which covers New Jersey government.,TRUE
The highest economic growth decade was the 1960s. Income tax rates were 90 percent.,TRUE
Obamacare doesnt require members of Congress to abide by the same rules that all of the other Americans do.,TRUE
She [Hillary Clinton] has also said unequivocally that she didnt receive classified documents.,TRUE
Takes credit for reining in state spending when he was governor.,TRUE
"Says she is entering in the most diverse class ever, of U.S. Representatives",TRUE
"In other jurisdictions where (a domestic partnership registry) has been enacted, we have seen that fewer people enter into marriage.",TRUE
Says Donald Trump hired illegal workers from Poland and he had to pay a million dollars or so in a judgment.,TRUE
"Says state Sen. Steve Ogden was the driving force behind business income tax hurting small business, crafted the Robin Hood school finance scheme making property taxes skyrocket, wrote a budget that will result in a $14 billion deficit and voted against gun freedoms.",TRUE
"And, you know, our first president and our first commander in chief prayed every day. He had a field manual of prayers.",TRUE
"On three occasions, judges had to stop Jason Kander from manipulating elections.",TRUE
"Nobody knows about it, nobody talks about it, but under Obama, millions of people have been moved out of this country, theyve been deported.",TRUE
"We have a tax code that allows groups to use their political operations within the tax code, under the guise of a charity, to use undisclosed millions of dollars to do political campaigns.",TRUE
Congressman Renacci is under FBI investigation.,TRUE
"In the past year alone, Ohio businesses have created more jobs than almost every other state in the country.",TRUE
Gov. Bob McDonnellsbudget plantakesmoney out of our classrooms to pave roads.,TRUE
U.S. Rep. John Barrow of Georgia has helped support the implementation of Obamacare.,TRUE
A YouGov.com poll shows 71 percent of Obama voters regret voting for him.,TRUE
The auto companies have now repaid taxpayers every dime and more of what my administration invested in.,TRUE
Were the highest taxed nation in the world.,TRUE
"According to crime statistics, riding MARTA has been becoming more and more safe over the years.",TRUE
Geithner's failure to pay self-employment taxes while working for the IMF is a mistake that is commonly made for people who are working internationally or for international institutions.,TRUE
Obama opposed exploring for energy in Alaska.,TRUE
Texas has lost the most law enforcement officers in the line of duty of any state in America.,TRUE
"Rick Scott has heavily invested in a company that is geared to helping illegal aliens transfer money to family and friends out of the country.""",TRUE
Says President Obamas proposed oil tax would cost consumers 24 cents a gallon.,TRUE
Says the Obama administration invited Russia into Syria.,TRUE
The average Republican voter thinks there should be some revenue as part of this deal.,TRUE
Says state Senate recall challenger Sandy Pasch voted to cut school aid by nearly $300 million.,TRUE
"Says her actions as Wisconsin commerce secretary brought the state 84,000 more Wisconsin jobs than we have today.",TRUE
"Says she introduced a ban on ""dirty dancing.""",TRUE
"Sen. Rubios (tax plan) would cut taxes for households making around $3 million a year by almost $240,000, which is way more than three times the earnings of a typical family.",TRUE
More than 72 percent of children in the African-American community are born out of wedlock.,TRUE
On bringing casino gambling and other gaming to Georgia,TRUE
"The reality is that we have roughly 15,000 undocumented immigrants living in the state...",TRUE
"Says Hillary Clinton has taken hundreds of millions from those countries where women are stoned, where women are killed for adulteryand women cant drive.",TRUE
"Says when she helped get $15 billion more for veterans care, Kucinich voted No.",TRUE
Mitt Romney received exactly zero votes in at least 12 Cuyahoga County precincts.,TRUE
Russia and China are doing naval exercises together someplace.,TRUE
Ron Oakleys conservative leadership protected local taxpayers over government bureaucrats as theWater Management Districts budget decreased by 58 percent in the four years he served on the board.,TRUE
"Under the cromnibus law, taxpayers must guarantee incredibly risky derivatives deals made by the nations largest banks.",TRUE
Kewpie burgers are delicious. An Ohio institution. And theyll cost less thanks to John Kasichs tax cut.,TRUE
"This year, the overwhelming majority of new jobs are part time.",TRUE
Seventy percent of all Texans are overweight or obese.,TRUE
Say water fluoridation started in Nazi Germany ghettos and death camps to pacify the Jews.,TRUE
Says his plan would cut taxes without increasing the deficit.,TRUE
"The senior senator from Arizona (John McCain) said he couldnt support repealing dont ask, dont tell because of the economy.",TRUE
We have the third-lowest minimum wage of developed countries.,TRUE
Big rooftop solars plan forces Nevada families who dont have solar panels to pay higher power bills to subsidize rooftop solar.,TRUE
"Hillary Clinton said, with a straight face, that the terrorist attacks this weekend were caused by Donald J. Trump",TRUE
"An April 7, 2015 referendum would take the choice of chief justice of the Wisconsin Supreme Court away from the people.",TRUE
"For NATO exercises, we dont have enough of our own hardware and equipment even for training purposes. So the Britsare spotting us choppers.",TRUE
Says Mitch McConnell voted three times for corporate tax breaks that send Kentucky jobs overseas.,TRUE
"As a candidate, President Obama declared that everyone deserves access to reproductive health care that includes abortion, and vowed that this 'right' would be at the heart of his health care reform plan if elected president.",TRUE
Sean Duffy backed plan to privatize Social Security.,TRUE
"Says DonaldTrump proposes tax cuts, too -- $3 trillion for millionaires like himself and $2 trillion for corporations like his.",TRUE
Says Ann Kirkpatrick walked out on constituents when questioned on the Affordable Care Act.,TRUE
Says library district would come at no direct cost to the city budget.,TRUE
Says Mark Warner has supported Harry Reid down the line.,TRUE
"The Iran deal violates promises the president made to the American people. ...It is not an anytime, anywhere inspection process.",TRUE
"Under a House Republican appropriations bill, 6 million seniors are deprived of meals.",TRUE
The national debt is larger than our entire annual economy.,TRUE
"Last year, handguns killed 48 people in Japan, 8 in Great Britain, 34 in Switzerland, 52 in Canada, 58 in Israel, 21 in Sweden, 42 in West Germany and 10,728 in the United States.",TRUE
Says Barack Obama put in place a board that can tell people ultimately what treatments theyre going to receive.,TRUE
Kendrick Meek claims hes the only candidate who saidSonia Sotomayor will make an excellent Supreme Court justice.,TRUE
"Says she heard more than 2,400 cases as a Wisconsin appeals court judge",TRUE
"In altered photo, says Barack Obama wants more of Texans private data via health care.",TRUE
"The states unemployment rate is fifth-highest in the country, a full point above the nationwide rate and higher than all of our...neighboring states.",TRUE
"The Obama-Clinton war on coal has cost Michigan over 50,000 jobs.",TRUE
"For my energy plan, my economic plan, and the other proposals you'll hear tonight, I've offered spending cuts above and beyond their cost.",TRUE
"There are about 350,000 people who succeed in crossing our borders illegally each year.",TRUE
Six convictions are connected to an allegation by prosecutors that Gov. Scott Walker is at the center of a criminal scheme.,TRUE
Wisconsin is called the Badger State because our ancestors came here with the hopes of living the American dream by mining.,TRUE
"Says by 4th grade, 86 percent of African-American boys and 82 percent (of) Hispanic boys are reading below proficiency levels.",TRUE
"Florida retirees and families lost tens of thousands of dollars in deposits on failed Trump condo projects, but he pocketed their money and walked away.",TRUE
Unemployment in the city of St. Petersburg is below the state average.,TRUE
"On the day that (the Republican) state leader resigned in disgrace, a Shred-It' truck rolled up to Republican headquarters.",TRUE
Employers and schools have no right to conduct surveillance of a dorm room or a workers cubicle.,TRUE
Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Jim Renaccis Republican majority.,TRUE
"Says my advocacy questioning contracting out in Parks delayed and altered the renewal of the Brooks contract, and reduced the number of contracted employees in Parks from over 100 to fewer than 40.",TRUE
Says Texas ranks first in executions among the states.,TRUE
Greg Abbott has campaigned with a sexual predator who has bragged about having sex with underage girls.,TRUE
The people that perpetrated that travesty in San Bernardino had never been to the Middle East.,TRUE
"Tax rates were significantly higher ""in the '40s, the '50s, and the '60s.""",TRUE
Says he posted a win in the Republican Party of Wisconsin endorsement contest in the U.S. Senate primary.,TRUE
"Wisconsin requires, by law, a photo ID to vote.",TRUE
Says North Carolina Rep. Renee Ellmers was the only Republican to vote against an amendment to prioritize the deportation of sexual criminals who are illegal immigrants.,TRUE
Black people kill more black people every six months than the KKK did in 86 years.,TRUE
"U.S. Sen. Johnny Isakson has never proposed, nor voted in favor of, a substantial cut in federal spending and has voted for many substantial increases in federal spending.",TRUE
"John McCain voted against establishing a national holiday in honor of Dr. Martin Luther King, Jr.",TRUE
"Risk analysts listed Donald Trump, a Donald Trump presidency, as one of the top threats facing the global economy, ahead of terrorism.",TRUE
"In 2007, the top 1 percent of all income earners in the United States made 23.5 percent of all income, which is more than the entire bottom 50 percent.",TRUE
An 11-year-old girl was investigated by the FBI and had to pay a $500 federal criminal fine because she found an injured woodpecker and put it in a cage to make sure that the bird was OK.,TRUE
Says U.S. Senate candidate Tommy Thompson says hell do away with Medicare.,TRUE
"More than 12,500 service men and women have been discharged on the basis of sexual orientation since the Don't Ask, Don't Tell"" policy was implemented, at a cost of over $360 million. Many of those forced out had special skills in high demand, such as translators, engineers, and pilots.""",TRUE
"In Congress Tom Barrett voted to allow abortions through the ninth month, just moments before the baby is born.",TRUE
"Of the 13 (Bill) Clinton speeches that fetched $500,000 or more, only two occurred during the years his wife was not secretary of state.",TRUE
"When (Barack Obama) took office, 2.3 million people were out of work. Five-plus years later, we have 5 million-plus out of work.",TRUE
"Says in January 1992, George H. W. Bush probably had a 90 percent or even higher approval rating after the first Gulf War.",TRUE
"When LBJ started#WarOnPoverty, 14% of Americans lived in poverty. 50 yrs later, 14% still do. Theres a #BetterWay.",TRUE
"[Mitt] Romney and [Brendan] Doherty certainly have a lot in common, like flip-flopping on abortion -- in Dohertys case, in a little over a week.",TRUE
Our reserves are now in much better shape than they were just a few years ago.,TRUE
Says no city comparable in size to Austin or smaller was broken into as many congressional districts.,TRUE
"In 32 other states and Washington D.C., they [voters] can avoid the wait by voting before Election Day.",TRUE
"Responding to a major snow event in Atlanta would be like Kansas City, Mo., responding to a major earthquake.",TRUE
Says Russian President Vladimir Putin calls me brilliant.,TRUE
A $5-a-night hotel/motel tax thats part of the transportation bill will hurt Georgias convention business by adding extra costs for large groups coming to the state.,TRUE
Texas has a higher incarceration rate than Russia or Iran.,TRUE
"In April 1997, there was a gas out conducted nationwide in protest of gas prices. Gasoline prices dropped 30 cents a gallon overnight.",TRUE
Sakineh Mohammadi Ashtiani was never sentenced to stoning.,TRUE
The Georgia Lottery paid out $2.3 billion in prizes during the last fiscal year.,TRUE
"During the Reagan administration, ""Millions of people were thrown out of work.""",TRUE
Says Donald Trump supported impeachment of President (George W.) Bush.,TRUE
Says student loan interest rates will double from 3.4 percent to 6.8 percent July 1.,TRUE
"In New England, Rhode Island has the second highest number of police officers being assaulted.",TRUE
"My opponent, in 2008, had contributions investigated by the federal government.",TRUE
"In recent polling in battleground states, a majority of the people said Hillary Clinton is untrustworthy.",TRUE
Weve had the lowest health care inflation in history because of Obamacare.,TRUE
"After not having any foreign trade offices overseas for the past decade, New Jersey opened offices in Shanghai and London in the past six months, and has seen an 18 percent increase in exports.",TRUE
President Obama has added $4 billion in debt every day.,TRUE
"Says that as a gubernatorial candidate, Chris Christie promised no school cuts.",TRUE
Eighty percent of all U.S. communities depend solely on trucks to deliver and supply the products sold in stores or ordered online.,TRUE
"With her solution, terrorists can still today and by the way ISIS knows it, they have been advertising it buy guns online and at gun shows in the United States of America.",TRUE
"Despite President Barack Obamas promise to cut healthcare costs, the average cost of a family policy is up $1,300.",TRUE
"Says the Texas Department of Agriculture seeks to purchase up to 300,000 promotional stress balls.",TRUE
"Says he didnt call Dr. George Tiller a baby killer, as liberal groups charge, but was merely reporting what some prolifers branded him.",TRUE
"Quotes Mark Cuban as saying,I worry that millions of millennials are voting Democrat this year because they fact-check everything.",TRUE
"A Cornell University research study concludes that ethanol generates a 29 percent energy loss, meaning it takes more than a gallon of gasoline to produce a gallon of ethanol.",TRUE
Half of all adults have a pre-existing condition that could affecttheir health care coverage.,TRUE
"In preparing a rules package for the 112th Congress, the GOP had no discussions with Democrats.",TRUE
Research even shows that sending more girls to school can boost an entire countrys GDP.,TRUE
The 2000 Census cost $4.5 billion. The 2010 Census is set to cost up to $14.5 billion.,TRUE
The United States has the most number of deductions available to corporations for the corporate income tax.,TRUE
"UPS left 15,000 employees spouses without health insurance and told them to, go on an exchange with no employer subsidy.",TRUE
"Says the goal of the Affordable Care Act was to get 30 million people insured, but it only got 7 million.",TRUE
GEORGIA ROADWAY FATALITIES THIS YEAR: 59 PLEASE DRIVE SAFELY,TRUE
We didnt have a development director for over seven months.,TRUE
"There is not one of the Muslim nations that doesnt have discrimination against women, discrimination against gays, subjugation of other religious beliefs.",TRUE
Says GOP recall challenger Kim Simac was delinquent paying her property taxes eight of the last nine years.,TRUE
"Medicare spends ""$15-billion a year on subsidies to insurance companies.""",TRUE
"Says while state leaders have cut funding for our schools and other basic priorities, the amount of money the state is projected to give away through tax breaks increased by a whopping $3.4 billion.",TRUE
"If youre born poor, youre more likely to stay poor than any time in American history.",TRUE
Says Alex Sink supported higher sales taxes.,TRUE
I delivered to you a budget that ... cuts taxes by $2 billion.,TRUE
Says Sherrod Browns campaign attacked Josh Mandels military service,TRUE
The city of Pembroke Pines doesnt have a vote in a plan to build a detention center in Southwest Ranches.,TRUE
Theres no scientific conclusion that (being gay) is genetic.,TRUE
Roadside bombs are responsible for 70 percent of casualties in Iraq and these new mine-resistant vehicles can reduce those casualties by two-thirds.,TRUE
The Democratic majority led the 111th Congress to spend more money in two years than the first 100 congresses before them combined.,TRUE
Says Gov. Rick Scott returned $1 million in federal funding that would have helped the state cover the cost of overseeing insurance rates under the new health care law.,TRUE
"When Josh Mandel claims to have accepted three debates with Sen. Sherrod Brown, he is lying. He has accepted ZERO proposed debates.",TRUE
Says he and his running mate are the only candidates that do believe in free trade.,TRUE
Says he never told anyone he hated the U.S. Senate.,TRUE
The reason 29 states no longer have a death tax is that the tax damaged their economic competitiveness.,TRUE
The Republicans have demanded deep cuts in education. Theyve demanded cuts in cancer research and other research to find cures and treatments to diseases.,TRUE
"As chair of the Senate Education Committee, I led the charge to restore most of the education cuts from last session.",TRUE
Says Bernie Sanders chose to spend his honeymoon in the Soviet Union in 1988.,TRUE
Says U.S. corporate tax rate is highest in the world at 35 percent.,TRUE
SaysHillary Clinton took 13 hours to send help to Americans under fire during the terrorist attack in Benghazi.,TRUE
Thirty U.S. cities have Triple A baseball teams and virtually everyone of them [is] playing in government owned ballparks.,TRUE
Discretionary spending went up 84 percent in the last two years,TRUE
The Mexican government ... they send the bad ones over.,TRUE
"Look, I believe in accountability. In 1983, I led the effort in Arkansas to improve our schools.",TRUE
Says Mike Coffman is with Trump.,TRUE
"If Obamacare is fully implemented, 30 million people will still be without health insurance.",TRUE
"In two terms in the Missouri General Assembly, Jason Kander passed ZERO bills that were signed into law.",TRUE
"Under President Barack Obama, income levels and unemployment numbers are worse now than just about ever for African-Americans.",TRUE
The growth rate of women-owned businesses in Texas has nearly doubled that of the nation since President Obama has taken office.,TRUE
"Due to the sequester, people are going to be unsafe. Homes are going to burn.",TRUE
I did not vote to spend money to fight that (Amendment 6 redistricting) lawsuit.,TRUE
We are the only state in the country that state employees dont contribute [to their pensions].,TRUE
"Says Sheldon Whitehouse said on Senate floor: Everybody in Rhode Island who disagrees with me about Obamacare is an Aryan, is a white supremacist.",TRUE
One year today since #GOP took control of the House and no new jobs.,TRUE
Says the Georgia Dome would need up to $350 million in work over the next five to seven years.,TRUE
"McDonalds in England only sells organic milk and free-range eggs, which provides more nutritious offerings than in the U.S.",TRUE
"White House Political Director Patrick Gaspard once served as the ""right-hand man"" for Bertha Lewis, who heads up ACORN.",TRUE
[A] 2009 USDA study found that 87 percent of chicken carcasses tested positive for generic E. coli ... just prior to packaging.,TRUE
Education Week rates Ohio schools in the top five in the nation.,TRUE
"Says she does the jobs of state auditor, secretary of state and lieutenant governor for less than the price of one of them in Washington state.",TRUE
"Under current policies, were going to reduce the overall debt of the United States by $3 trillion over the next 10 years.",TRUE
I have always been focused on reining in the deficit.,TRUE
"We dont get a lot of calls from this White House I have, frankly, never had a call from them.",TRUE
"Says that in fiscal year 2010, nearly 80 percent of women served in the Texas Womens Health Program received services from a provider other than a Planned Parenthood clinic.",TRUE
"Earmarks requested in a federal spending bill included $277,000 for potato pest management in Wisconsin.",TRUE
"Credit agency says Rep. Gibbs recklessly caused downgrade, higher interest rates.",TRUE
"We're building a nearly $40-billion natural gas pipeline, which is North America's largest and most expensive infrastructure project ever.",TRUE
Stimulus money went to office upgrades for politicians.,TRUE
"The average state pension, including managers, is $23,000 a year; and just $14,000 for local government workers.",TRUE
The Consumer Financial Protection Bureau has no congressional oversight.,TRUE
He's (Romney) the one who said that he would be to the left of Teddy Kennedy on gay rights.,TRUE
Jeb Bushs plan for Social Security is disastrous for seniors and raises the retirement age to 70.,TRUE
I have little doubt that we've moved into recession at this point.,TRUE
About 40 percent of Hispanic homeowners have subprime mortgages.,TRUE
"Says that Lee Fisher once said, I never met a gun control bill I didnt like.",TRUE
"Says in 2000, Fox News broke the story of George W. Bushs drunk driving arrest. Who broke it? Fox News.",TRUE
"Barack Obama ""wants to nearly double the capital gains tax"" increasing taxes on ""mutual funds, 401(k)s"" for ""policemen, firemen, nurses.""",TRUE
Says George Soros and Bill Gates are funding a bioweapons lab in Sierra Leone that caused the Ebola outbreak.,TRUE
Nevada Republicans didnt do one single thing to cut spending in 2015.,TRUE
"To comply with non-discrimination laws, the government is forcing people in business to make wedding cakes for anyone.",TRUE
"Says Democratic challenger for his N.C. House seat raised taxes on clothing, school supplies even baby diapers!",TRUE
Radio Marti and TV Marti have spent more than $500 million to reach less than 1 percent of the Cuban population.,TRUE
I released all my emails.,TRUE
I was the first member of Congress to contribute to Donald Trump.,TRUE
''I have received more contributions than any other candidate in the race Republican or Democrat.'',TRUE
The House Democrats' so-called 'stimulus' has been stuffed with an astonishing $335 million to fund prevention programs of sexually transmitted diseases.,TRUE
"Were the Sunshine State, and were hardly doing any solar energy production.",TRUE
"In Hawaii, ""they don't have a history of throwing incumbents out of office.""",TRUE
New Hampshire has lost more jobs to China than any other state.,TRUE
SaysGov. John Kasich incorrectly claimed Ohios economy was 38th in the nation when he took office. We were sixth in the nation in terms of economic job growth.,TRUE
"(Birmingham, Ala.) is the cradle of the civil rights movement.",TRUE
"Because of Gov. Scott Walkers budgeting, a greater percentage of general fund tax dollars is going to pay off debt than ever before in our history.",TRUE
"When I took office, the deficit was nearly 10 percent of our economy. Today, its approaching 3 percent.",TRUE
Were 49th in the United States in new businesses created.,TRUE
I was banned from talking about Bill Ayers during the 2008 presidential campaign.,TRUE
Says Mitt Romney has flip-flopped on his support for President Reagans policies.,TRUE
Says Wisconsin Gov. Scott Walker literally invented a $3.6 billion deficit.,TRUE
"We also have, in a park thats not far from here, an ability to build a reservoir that can hold a 30-day water supply for the city of Atlanta.",TRUE
Virginia is home to more veterans per capita than any state in America.,TRUE
Ohio is doing better right now than the national average on all the (economic) numbers.,TRUE
"It is projected that 3.07 million people will use the train annually. Keep in mind that Amtraks Acela train in Washington D.C., Boston, Philadelphia, New York and Baltimore only had 3.2 million riders in 2010.",TRUE
"Our businesses have created nearly twice as many jobs in this recovery as they had at the same point in the last recovery, when there was no Obamacare.",TRUE
We have about six school districts that are in school 140 to 150 days this year.,TRUE
Says Gov. Jim Doyle and the DNR have not put hunters first and mismanaged the deer herd; as a result the deer population has dwindled.,TRUE
"Today, there are more Hoosiers going to work than ever before in the 200-year history of the great state of Indiana.",TRUE
No one knows who bought the [38 Studios] bonds. And there was some language put in the bond offer that they must remain anonymous.,TRUE
"Today, you cant rely on (the retirement fund for public employees), its not funded.",TRUE
Says his average federal tax rate was 36 percent.,TRUE
President Barack Obama said over 20 times he did not have the legal authority to act as he did on immigration.,TRUE
Nearly 45 percent of the women who receive health screenings through (the Womens Health Program) do so at a Planned Parenthood health center.,TRUE
"Last year, we produced 14 percent less oil on public lands than we did the year before.",TRUE
Floridas regulations on the payday lending industry are stronger than almost any other state.,TRUE
Congressman Bill Young voted to cut taxes for millionaires and end your Medicare.,TRUE
"On my last trip to New Hampshire, I think I met the guy who founded the first and only bank since Dodd-Frank passed, since the financial crisis. One bank in the country.",TRUE
The Republican election platform was actually written with the help of a former lobbyist for AIG and a former lobbyist for Exxon-Mobil.,TRUE
Says Alaska Sen. Mark Begich supported President Barack Obamas economic policies 97 percent of the time.,TRUE
Seventy-five percent of the young adults in this country are not mentally or physically fit to serve.,TRUE
Says David Dewhurst accused Cruz of being a Red Chinese Communist.,TRUE
Less than 10 percent of President Barack Obamas Cabinet members have private-sector experience.,TRUE
Federal law prohibits the growing of industrial hemp in the United States.,TRUE
We created as many jobs in the first six months of this year as we did in all of 2011 and 2011 was the best single year for private-sector job growth since the year 2000.,TRUE
"Greg Abbott has benefitted from payday lenders who have given him $300,000 and then received a ruling from him that they can operate in a loophole in the law that allows them to charge unlimited rates and fees.",TRUE
"Many of the companies bankrolling the ad campaign against Amendment 4 are recipients of a congressional bailout, in the form of humongous tax refunds earlier this year.",TRUE
Says Georgia Power customers pay 10 percent to 15 percent below the national average for electricity.,TRUE
In states that have private-sale background checks for handguns 49 percent fewer women are shot and killed.,TRUE
Nothing in any of the Democrat bills would require individuals to verify their citizenship or identity prior to receiving taxpayer-subsidized benefits.,TRUE
"Every poll you see, the overwhelming majority of people want [E-Verify].",TRUE
Sen. George LeMieux voted to let oil companies off the hook and overturn pollution rules.,TRUE
I have the experience as Senate Budget Chair of cutting $4.5 billion in spending -- to close the deficit while protecting education and health care.,TRUE
"Over the course of one four-year term, it costs taxpayers more than $1 million simply to operate the governors mansion.",TRUE
Says Donald Trump supports eminent domain and the Supreme Courts Kelodecision.,TRUE
Says Tom Steyer is aCalifornia billionaire who stands to profit by blocking Keystone and is spending big to help Bruce Braley.,TRUE
Says Republican state Sen. Alberta Darling offered unqualified support for a plan to end Medicare,TRUE
On adoption by gay couples,TRUE
"In 2011, (Debbie) Wasserman Schultz missed 62 congressional votes one of the worst records of any member of Congress.",TRUE
Matt Patten kicked off his dirty campaign with thousands in dirty cash from guess who? (Frank) Russo and (Jimmy) Dimora.,TRUE
"43,000 people are going to be kicked out of nursing homes or denied nursing home entrance if the Texas House version of the state budget passes into law.",TRUE
Women are still paid 82 cents for every dollar a man earns in Texas.,TRUE
"$120,000 will be spent by taxpayers on Charlie Crists political photo-op special session.",TRUE
"Of hospitals in Rick Scotts Columbia/HCA health care company, ""A top executive said they even turned away a poor man and left him to die outside their door.""",TRUE
The list of voters that North Carolina Republicans tried to purge was two-thirds black and Democratic.,TRUE
Fox News airs Stuart Scott R.I.P. tribute with picture of Stephen A. Smith.,TRUE
Seventy percent of the people living in abject poverty are women.,TRUE
On support for a military strike on Syria,TRUE
"Says after Hurricane Sandy, New York Mayor Michael Bloomberg refused to allow the National Guard into the city to restore civil order because Guardsmen carry guns!",TRUE
Were 48th in K-12 funding and 50th in higher education.,TRUE
Heres something that people never talk about with coach Schiano: Rutgers had the best graduation rate of any Division I football program in America.,TRUE
When youre white ... you dont know what its like to be poor.,TRUE
"With the resources it takes to execute just over three months of the Iraq war, we could fully fund the expansion of health care for needy children that Bush vetoed.",TRUE
Says Travis Countys unemployment rate is below the national average while its poverty rate exceeds the national average--and local poverty is rising.,TRUE
Film and television productions generated a $6 billion economic impact for Georgias economy in the most recent fiscal year.,TRUE
Nobodys addicted to marijuana.,TRUE
"President-elect Trumps immigration policies are very similar to policies that are sitting right in the Senate and the House today to temporarily suspend immigration from countries that harbor terrorism, to temporarily suspend immigration from Syria until we get better vetting.",TRUE
Says Gov. Scott Walker took away $1.6 billion from schools and handed it off as over $2 billion in tax breaks to the rich.,TRUE
The federal government can cut all of the non-military discretionary spending and not balance the budget.,TRUE
"In Galveston, Texas, they have allowed people to privatize part of their Social Security. And people are building wealth.",TRUE
On bipartisan redistricting.,TRUE
"Spending increases, not tax cuts, are the major cause of the federal budget deficit.",TRUE
"Says Reps. Rush Holt, Frank Pallone and Bill Pascrell are willing to jeopardize seniors access to coverage by gutting $741 billion from Medicare to pay for a big-government healthcare takeover.",TRUE
"Says Keene, N.H., requested a military-grade armored personnel truck, citing their annual Pumpkin Festival as a possible target for terrorists.",TRUE
President Barack Obama had the legal authority to strike Syria without a vote from Congress.,TRUE
On the importance of judicial experience for Supreme Court nominees.,TRUE
"Horse racing could boost Georgias economy by $1 billion a year and create 10,000 to 20,000 jobs.",TRUE
Russ Feingold voted against the law that protected our lakes and was the only Great Lakes senator to vote no.,TRUE
Says the new Dodd-Frank financial law requires a 20 percent down payment to buy a house.,TRUE
"I have a perfect voting record from organizations like the Veterans of Foreign Wars, the American Legion and all the other veterans service organizations.",TRUE
Barack Obama has consistently voted against tougher penalties for criminals.,TRUE
"For the amount of money Hillary Clinton would like to spend on refugees, we could rebuild every inner city in America.",TRUE
"In the history of the United States, 168 presidential nominees have been filibustered, 82 blocked under President Obama, 86 blocked under all the other presidents.",TRUE
Says Jeff Stone = Scott Walker.,TRUE
"Palin ""inherited a city with zero debt, but left it with indebtedness of over $22-million.""",TRUE
Florida is one of only three states that require licenses for commercial interior designers.,TRUE
"After hiring a campaign manager in 2006, I got this $100 and something fee ... for hazardous materials.",TRUE
"In 2009, pre-Hillary, ISIS was not even on the map.",TRUE
Obamacare is not a popular law.,TRUE
"Nobody has been talking about it (Medicaid fraud), focused on it, or paying attention to it.",TRUE
"Rick Scott has destroyed over 100,000 jobs.",TRUE
"For every week that (state lawmakers are) able to cut off our timeline, it saves (Georgia taxpayers) approximately $100,000.",TRUE
"Grateful insurance company executives and their lobbyists from Bermuda gave McCain $50,000.",TRUE
90 percent of fires in Arizona are human-caused.,TRUE
